Appliance,Voltage (V),Power Consumption (W),Daily Usage (hrs),Monthly Usage (%),Daily Energy Consumption (Wh)
Laptop/Computer,230,-0.36217988526214095,0.33184378028311384,2.83,-0.12018714226789329
Iron,230,1.4340352435229002,-0.7348804533424413,2.5,-1.0538444698691471
Fan,230,-0.9020496814953922,0.11284741443945683,24.53,-0.10179397425269056
Air Conditioner,230,1.0824557486293762,-0.193747497741663,45.55,-0.2097230927130202
Refrigerator,230,-0.35482461828432205,2.6051673457182374,9.28,-0.924377509011254
LED Bulb,230,-0.9887148996454398,0.037964786118722456,5.37,-0.03753634969743326
Television,230,-0.907353633645807,-0.18527021906384408,4.51,0.1681056064739336
Washing Machine,230,-0.069465192653349,-0.5935924753787917,3.41,0.04123401565976608
Microwave Oven,230,0.840230600529341,-0.7334675735628049,2.22,-0.6162818998034741
Geyser,230,1.8606973943918486,-0.6670622239198896,9.86,-1.2412009419449703
Laptop/Computer,230,-0.8161211233662354,-0.05104663999837684,2.17,0.041660241179547114
Iron,230,0.2209148543507732,-0.7518350106980793,2.93,-0.16609152188417822
Fan,230,-0.9141875719934569,0.24000659460674148,19.51,-0.2194110459859549
Air Conditioner,230,1.1036035578444916,-0.03550496242237545,44.94,-0.03918340285046852
Refrigerator,230,-0.7012248265694283,2.6051673457182374,8.45,-1.826808020185609
LED Bulb,230,-0.986232922036592,-0.012898885948191479,8.63,0.012721305979701619
Television,230,-0.926620126499878,-0.16407702236929658,3.11,0.15203707122356092
Washing Machine,230,-0.12772933369027786,-0.5554447213286063,4.6,0.07094658415708496
Microwave Oven,230,0.32992920421154337,-0.7603122893758983,2.06,-0.2508492285860468
Geyser,230,1.4399965230765719,-0.7009713386311656,9.01,-1.0093962904052087
Laptop/Computer,230,-0.8074172018886316,-0.000182967931463027,2.17,0.00014773145525722817
Iron,230,1.2221831547457536,-0.7348804533424413,2.94,-0.8981585108270546
Fan,230,-0.9182902016482649,0.2809801082161999,18.02,-0.2580212802330055
Air Conditioner,230,0.9206738748106328,-0.08495575470965279,49.28,-0.0782165438759977
Refrigerator,230,-0.3904902965265347,2.6051673457182374,9.43,-1.01729256933076
LED Bulb,230,-0.9884429020992649,-0.19657325730093606,9.01,0.19430144092164275
Television,230,-0.7560096656615338,0.1721883651841897,3.41,-0.13017606839370535
Washing Machine,230,0.11362315561577893,-0.5837023169213362,3.07,-0.0663220991888437
Microwave Oven,230,-0.05736130184855607,-0.7603122893758983,2.43,0.043612502730057616
Geyser,230,1.6935095693428748,-0.6670622239198896,9.65,-1.1296762595554726
Laptop/Computer,230,-0.3918729507195915,0.4053135288242116,2.28,-0.15883140850691402
Iron,230,0.3481757062674576,-0.7603122893758983,2.13,-0.264722268337281
Fan,230,-0.8626553702243623,0.6214841351085958,24.53,-0.5361266266606733
Air Conditioner,230,0.7819891259545931,-0.09908455250601772,49.86,-0.07748304260978278
Refrigerator,230,-0.6923849063187368,2.6051673457182374,9.76,-1.8037785486097542
LED Bulb,230,-0.9905622163132126,-0.02985344330382946,6.35,0.029571692963622144
Television,230,-0.9361287073849166,-0.1570126234711141,4.05,0.14698402425312868
Washing Machine,230,0.6613355477637463,-0.4367628198391405,4.23,-0.2888467787011564
Microwave Oven,230,0.05186837940293598,-0.7546607702573523,2.85,-0.03914303115222026
Geyser,230,2.362396868311858,-0.651520546343888,9.95,-1.5391500983236317
Laptop/Computer,230,-0.5663140436665687,-0.055285279337286365,2.18,0.031308830096734436
Iron,230,0.6011107577481383,-0.7588994095962618,2.18,-0.4561825991570237
Fan,230,-0.905914313297297,0.18631716298055462,15.4,-0.1687873847570297
Air Conditioner,230,0.9970371858992977,-0.2149406944362105,47.9,-0.21430386511592014
Refrigerator,230,0.11686445970769914,3.7058006940550685,8.94,0.43307639589516206
LED Bulb,230,-0.9865955854314922,-0.13299366721729367,8.6,0.13121096496692689
Television,230,-0.8558667648010749,-0.24461116980857694,4.78,0.20935457053827314
Washing Machine,230,-0.24126564275620926,-0.5074068088209654,3.81,0.12241982986906721
Microwave Oven,230,0.05872498421276709,-0.7546607702573523,2.69,-0.04431744181935767
Geyser,230,1.2893212157266458,-0.6783652621569816,8.33,-0.8746307245109642
Laptop/Computer,230,-0.9406280001278967,-0.16407702236929658,2.1,0.15433544141817163
Iron,230,0.4974570261932361,-0.7532478904777158,2.71,-0.3747084555833729
Fan,230,-0.8620547089765588,0.6158326159900497,20.18,-0.5308814065555751
Air Conditioner,230,1.2628694543611154,-0.1372323065562032,40.14,-0.17330648810134966
Refrigerator,230,-0.24227430032327532,2.6051673457182374,8.13,-0.6311650959089302
LED Bulb,230,-0.9901428867628593,-0.19233461796202653,5.88,0.19043875385335265
Television,230,-0.8581447442502915,-0.3590544319591332,3.28,0.30812067368550405
Washing Machine,230,-0.14378852214570054,-0.5738121584638808,4.82,0.08250760225475595
Microwave Oven,230,0.6673988263972332,-0.7362933331220779,2.87,-0.4914013064097819
Geyser,230,2.0896626621158463,-0.6713008632587991,9.15,-1.4027923489980478
Laptop/Computer,230,-0.9035683344615367,-0.08354287493001633,2.62,0.07548669635664333
Iron,230,0.6570515864114879,-0.7631380489351713,2.99,-0.5014210657038219
Fan,230,-0.9040669966295244,0.2753285890976539,24.87,-0.24891549063176038
Air Conditioner,230,2.174253898976309,0.45052568177257957,49.47,0.9795572201829911
Refrigerator,230,-0.20901126707227632,2.6051673457182374,9.8,-0.5445093278638877
LED Bulb,230,-0.9864029205029513,-0.04963376021874037,7.95,0.04895888603530871
Television,230,-0.9300767619825203,-0.17538006060638855,3.44,0.16311691888508803
Washing Machine,230,-0.34082807788739394,-0.6359788687678867,3.8,0.21675945541915798
Microwave Oven,230,0.046054431853442795,-0.7546607702573523,2.37,-0.034755473016283886
Geyser,230,1.8631227058452433,-0.7122743768682573,8.89,-1.3270545643350222
Laptop/Computer,230,-0.8627347028419966,-0.12875502787838414,2.26,0.11108143071607073
Iron,230,0.6471463424382773,-0.7546607702573523,2.08,-0.48837595725369864
Fan,230,-0.8687413153200306,0.5861621406176833,21.38,-0.509223269031011
Air Conditioner,230,0.8749782870532127,-0.0030087274907359607,47.43,-0.0026325712260540615
Refrigerator,230,-0.6088816596429751,2.6051673457182374,8.45,-1.5862386171086047
LED Bulb,230,-0.9885335679479897,0.0351390265594494,8.35,-0.03473610729903169
Television,230,-0.7858047301988001,0.21316187879364812,4.86,-0.167503612654112
Washing Machine,230,-0.40353484551184987,-0.5469674426507873,4.83,0.22072042247009707
Microwave Oven,230,-0.06044394070520746,-0.7617251691555349,2.69,0.04604167095810128
Geyser,230,2.0489650292693944,-0.6755395025977085,9.07,-1.3841568167127458
Laptop/Computer,230,-0.8518548009949918,-0.19657325730093606,3.0,0.1674518729790262
Iron,230,0.4635593320011617,-0.7617251691555349,2.33,-0.35310481058221166
Fan,230,-0.8972670579751464,0.27956722843656345,19.75,-0.250846464565541
Air Conditioner,230,0.8438232347850707,-0.19516037752129958,43.33,-0.1646808610618986
Refrigerator,230,-0.4178487163793156,2.6051673457182374,8.52,-1.0885658313616742
LED Bulb,230,-0.9882842368639959,-0.15842550325075058,5.79,0.15656942757996253
Television,230,-0.9370240326410765,-0.3449256341627682,3.84,0.32320360868447773
Washing Machine,230,-0.15928104904659185,-0.6444561474457056,4.05,0.10264965122967705
Microwave Oven,230,-0.04692339601408579,-0.7588994095962618,2.33,0.03561013753134129
Geyser,230,2.2111208997141283,-0.702384218410802,8.48,-1.5530564249574974
Laptop/Computer,230,-0.7789141256956972,-0.05952391867619589,2.61,0.0463640210736509
Iron,230,0.6039100658275239,-0.7532478904777158,2.29,-0.4548939831228409
Fan,230,-0.8979130521473123,0.20751035967510212,24.35,-0.1863262604080575
Air Conditioner,230,0.8597690909295871,-0.19516037752129958,42.83,-0.16779286036696275
Refrigerator,230,-0.16067503647073922,2.6051673457182374,8.58,-0.4185853582856567
LED Bulb,230,-0.9902335526115843,-0.09343303338747172,8.75,0.09252052458255289
Television,230,-0.8706906310676189,-0.23472101135112147,3.12,0.20436938549813768
Washing Machine,230,-0.3431967231853357,-0.6275015900900676,3.28,0.2153564895124989
Microwave Oven,230,0.3565509640434333,-0.7574865298166253,2.33,-0.27008255245603263
Geyser,230,1.3379521103365393,-0.6698879834791625,9.43,-0.8962780411850342
Laptop/Computer,230,-0.6701944398432834,0.021010228763084476,2.38,-0.014080938496854642
Iron,230,0.628684508991641,-0.7574865298166253,2.13,-0.4762200470655471
Fan,230,-0.9165222175981267,0.24141947438637795,23.02,-0.22126631203597727
Air Conditioner,230,1.0206329730299895,-0.20787629553802806,41.27,-0.2121654015374383
Refrigerator,230,-0.5221484421063836,2.6051673457182374,9.55,-1.3602840709932
LED Bulb,230,-0.9898482227545028,-0.08212999515037973,6.28,0.08129622973443931
Television,230,-0.7457644247556043,0.10154437620236484,4.17,-0.0757281833057233
Washing Machine,230,0.03468720106954092,-0.5144712077191479,4.57,-0.017845566226643638
Microwave Oven,230,-0.005296438218201861,-0.7546607702573523,2.81,0.003997014145368695
Geyser,230,1.460611670430428,-0.6924940599533465,8.59,-1.0114649056716063
Laptop/Computer,230,-0.8759832499869432,-0.1626641425896601,2.83,0.14249106428203
Iron,230,0.14699952117768425,-0.7603122893758983,2.95,-0.11176554248376597
Fan,230,-0.9045883252596933,0.1396921302525502,22.61,-0.12636387015711334
Air Conditioner,230,1.1948700678173354,-0.15418686391184117,40.44,-0.18423326853888392
Refrigerator,230,-0.27716931885132523,2.6051673457182374,9.34,-0.7220724587064388
LED Bulb,230,-0.9890322301159776,-0.16831566170820608,9.49,0.16646961426271353
Television,230,-0.8384815883080484,-0.29123620253658133,4.61,0.2441961936756772
Washing Machine,230,-0.29618648062140235,-0.5059939290413289,3.39,0.1498685610585468
Microwave Oven,230,0.18129387845793066,-0.7560736500369889,2.03,-0.13707152441504986
Geyser,230,1.4276206347256037,-0.6642364643606165,8.51,-0.9482776828583941
Laptop/Computer,230,-0.9159782225057764,-0.12592926831911122,2.82,0.11534846735639248
Iron,230,0.5382226584262323,-0.7603122893758983,2.51,-0.4092173016220308
Fan,230,-0.9104929386579115,0.07752541994854441,16.93,-0.07058634742963887
Air Conditioner,230,1.2450649483177356,-0.021376164626010406,43.32,-0.026614713305315056
Refrigerator,230,0.20216969012687122,4.0236986444732805,9.39,0.8134699081170749
LED Bulb,230,-0.9855415949400634,-0.13581942677656672,6.43,0.13385569448922272
Television,230,-0.8373822648922573,-0.13864518633583967,3.21,0.11609902015031447
Washing Machine,230,-0.3423807305468103,-0.5399030437526048,3.78,0.1848523985444633
Microwave Oven,230,0.2905688926337853,-0.7546607702573523,2.51,-0.21928094432783835
Geyser,230,2.348604326074561,-0.7094486173089845,8.1,-1.6662140917394965
Laptop/Computer,230,-0.6416120310327145,-0.09343303338747172,2.19,0.059947758317283155
Iron,230,0.452894761544879,-0.7546607702573523,2.48,-0.34178190959297833
Fan,230,-0.9011656894703229,0.2188133979121941,21.71,-0.19718712659488652
Air Conditioner,230,1.0922816599849525,-0.000182967931463027,40.24,-0.00019985251590244813
Refrigerator,230,-0.6803716813626691,2.6051673457182374,9.1,-1.7724820872374392
LED Bulb,230,-0.9861422561878669,0.04926782435581444,7.73,-0.04858508346771039
Television,230,-0.9381346892879581,-0.25591420804566894,3.68,0.2400819960492975
Washing Machine,230,0.5729590117190134,-0.42122114226313906,3.36,-0.2413424493862421
Microwave Oven,230,0.05194771202057032,-0.7504221309184429,2.79,-0.03898271275081399
Geyser,230,1.4595916796322712,-0.6995584588515289,8.34,-1.021069705956066
Laptop/Computer,230,-0.327318866427363,0.40107488948530223,2.47,-0.13127937817880903
Iron,230,0.4878577794594725,-0.7518350106980793,2.2,-0.36678855883905376
Fan,230,-0.9142442381489101,0.17783988430273567,21.22,-0.1625890895368449
Air Conditioner,230,0.758291339744086,0.037964786118722456,42.78,0.028788368529063732
Refrigerator,230,0.23691737665074292,3.9869637702027316,9.01,0.9445809972379866
LED Bulb,230,-0.9819149609910618,0.244245233945651,5.98,-0.23982804936199667
Television,230,-0.8421082222570501,-0.29830060143476383,3.1,0.2512013891724378
Washing Machine,230,0.13261765092367483,-0.6303273496493406,4.67,-0.08359253242344138
Microwave Oven,230,0.17991122426487377,-0.7546607702573523,2.72,-0.1357719430816729
Geyser,230,2.31620261838645,-0.6585849452420706,9.75,-1.5254161745995807
Laptop/Computer,230,-0.7365731743411035,-0.1372323065562032,2.34,0.10108163566225402
Iron,230,0.45235076645252875,-0.7546607702573523,2.77,-0.34137137783756905
Fan,230,-0.9064016422341942,0.11284741443945683,23.87,-0.10228508176980639
Air Conditioner,230,0.8031709348629807,-0.12875502787838414,46.82,-0.10341229610939094
Refrigerator,230,-0.09383163949820353,2.6051673457182374,8.58,-0.2444471232159254
LED Bulb,230,-0.9883409030194491,-0.011486006168554887,8.24,0.0113520897087165
Television,230,-0.768226888777233,0.2654384306401985,3.17,-0.20391693973263106
Washing Machine,230,0.114325815943398,-0.5455545628711508,4.95,-0.062370970541888136
Microwave Oven,230,0.8330793317111534,-0.7391190926813509,2.67,-0.6157448397859339
Geyser,230,1.6096889921965751,-0.6501076665642516,9.55,-1.0464711546110772
Laptop/Computer,230,-0.659178539223191,0.018184469203811546,2.86,-0.011986811846317598
Iron,230,0.5779682998610717,-0.7560736500369889,2.69,-0.43698660208163337
Fan,230,-0.8595273984433484,0.8574350583078908,15.03,-0.736988925001502
Air Conditioner,230,0.9928325571646741,-0.13581942677656672,44.76,-0.13484594879921896
Refrigerator,230,-0.27797397825875986,2.6051673457182374,8.48,-0.7241687311191124
LED Bulb,230,-0.9880462390110928,-0.1513611043525681,8.76,0.14955176988812047
Television,230,-0.7507737128976628,0.27391570931801745,3.37,-0.2056487141056849
Washing Machine,230,-0.22496845644788332,-0.6430432676660691,3.9,0.14466445135603864
Microwave Oven,230,-0.04195944079638985,-0.7518350106980793,2.86,0.03154657662003919
Geyser,230,1.46082700182115,-0.7009713386311656,8.74,-1.0239978589751237
Laptop/Computer,230,-0.6349027582270615,0.05068070413545091,2.14,-0.03217731884448743
Iron,230,0.43731156879526273,-0.7518350106980793,2.81,-0.3287861480035802
Fan,230,-0.9028316744406456,0.13545349091364067,22.97,-0.12229170201039298
Air Conditioner,230,1.1045668824871953,-0.14429670545438567,40.01,-0.15938536209692383
Refrigerator,230,-0.532212351314863,2.6051673457182374,8.33,-1.3865022386334036
LED Bulb,230,-0.9901768864561312,0.002642791627810032,6.11,-0.0026168311855772684
Television,230,-0.8540307813643928,-0.13440654699693014,3.09,0.11478732835227823
Washing Machine,230,-0.18198151092112375,-0.5512060819896968,3.28,0.10030931562939784
Microwave Oven,230,-0.005987765314730308,-0.7504221309184429,2.75,0.004493351606919459
Geyser,230,1.6509419533664684,-0.6486947867846151,8.33,-1.0709574384328373
Laptop/Computer,230,-0.6876816154161256,-0.14994822457293164,2.75,0.1031166373030936
Iron,230,0.25382655743796273,-0.7518350106980793,2.23,-0.19083569252682736
Fan,230,-0.9173608766988334,0.28945738689401895,24.45,-0.2655368822080506
Air Conditioner,230,1.7679688976083137,0.35303697697766134,42.68,0.6241583950021675
Refrigerator,230,0.1672520051366402,3.7397098087663445,8.41,0.6254739641453324
LED Bulb,230,-0.9871055808305704,-0.11321335030238276,5.67,0.11175352990800837
Television,230,-0.8325543084476489,-0.24461116980857694,3.47,0.2036520833185502
Washing Machine,230,0.04466044442929528,-0.6331531092086136,4.84,-0.028276899249046812
Microwave Oven,230,-0.01411369200671198,-0.7546607702573523,2.72,0.0106510496809603
Geyser,230,2.277828297913577,-0.7108614970886209,8.37,-1.6192204339656704
Laptop/Computer,230,-0.7412877984748055,0.029487507440903404,2.5,-0.02185872947337673
Iron,230,0.6716714545184007,-0.7532478904777158,2.27,-0.5059351062100843
Fan,230,-0.9078409625827042,0.16371108650637065,21.42,-0.14862363035940387
Air Conditioner,230,1.0686632063920793,-0.12875502787838414,42.45,-0.13759576093161555
Refrigerator,230,-0.269213390625703,2.6051673457182374,8.57,-0.7013459342881696
LED Bulb,230,-0.9871849134482049,-0.08636863448928926,8.81,0.08526181296294867
Television,230,-0.877275238331275,-0.11321335030238276,4.93,0.09931926886880496
Washing Machine,230,-0.05332667158029185,-0.5695735191249712,4.76,0.030373459995208418
Microwave Oven,230,0.3272205619808827,-0.7546607702573523,2.11,-0.2469405213485366
Geyser,230,2.372540110137972,-0.7108614970886209,8.23,-1.6865474145954802
Laptop/Computer,230,-0.6700697743012864,-0.193747497741663,2.17,0.12982434208319513
Iron,230,0.36123158848386333,-0.7617251691555349,2.89,-0.27515919284219337
Fan,230,-0.9022083467306611,0.20044596077691965,22.4,-0.1808440188813836
Air Conditioner,230,0.7189196949352373,-0.03550496242237545,40.85,-0.025525216753381222
Refrigerator,230,-0.43246858448622827,2.6051673457182374,8.4,-1.1266530343525105
LED Bulb,230,-0.985983590952598,0.03937766589835892,6.9,-0.03882573242579559
Television,230,-0.926314129260431,-0.3590544319591332,4.75,0.33259719349732314
Washing Machine,230,0.07676748810905015,-0.5837023169213362,4.97,-0.044809360673483706
Microwave Oven,230,0.02420396231070816,-0.7504221309184429,2.62,-0.018163188973871296
Geyser,230,2.189961757267922,-0.6882554206144369,8.06,-1.507253050377965
Laptop/Computer,230,-0.6696277782887519,0.057745103033633366,2.2,-0.038667725051466977
Iron,230,0.2874295876216808,-0.7518350106980793,2.62,-0.21609962708449093
Fan,230,-0.9031603381422738,0.20468460011582906,17.09,-0.18486301265312827
Air Conditioner,230,2.1479608028460473,0.48160903692458257,43.38,1.034477333610438
Refrigerator,230,-0.4343725673094541,2.6051673457182374,8.55,-1.131613228230387
LED Bulb,230,-0.9815409643650711,0.2357679552678321,7.18,-0.23141590617996885
Television,230,-0.8544047779903836,-0.15277398413220458,3.23,0.13053082199518265
Washing Machine,230,0.694269917313117,-0.38448626799259017,3.38,-0.26693724948724457
Microwave Oven,230,0.1799452239581456,-0.7546607702573523,2.43,-0.13579760131638594
Geyser,230,2.2569411530135457,-0.7108614970886209,8.2,-1.6043725668721274
Laptop/Computer,230,-0.8492028249197845,-0.12875502787838414,2.76,0.10933913339694942
Iron,230,0.4336962680773517,-0.7574865298166253,2.05,-0.328519081100334
Fan,230,-0.9041689957093401,0.16371108650637065,15.57,-0.14802248867295004
Air Conditioner,230,1.228507097694325,-0.06658831757437834,47.8,-0.08180422076364756
Refrigerator,230,0.33256984705566006,3.423224738127769,8.74,1.138461327596304
LED Bulb,230,-0.9856889269442417,-0.1372323065562032,6.36,0.13526836499146716
Television,230,-0.9300880952136109,-0.2290694922325755,4.5,0.2130548077021452
Washing Machine,230,-0.3020684275574394,-0.5935924753787917,4.48,0.17930554564759965
Microwave Oven,230,0.0062861239564220425,-0.7574865298166253,2.94,-0.004761654221747289
Geyser,230,1.597517102005238,-0.6614107048013436,9.76,-1.0566149123694843
Laptop/Computer,230,-0.6221415400190121,0.04361630523726845,3.0,-0.027135515310253495
Iron,230,0.356709629278702,-0.7574865298166253,2.21,-0.27020273923449883
Fan,230,-0.8709172956894315,0.5918136597362292,15.32,-0.5154207520895422
Air Conditioner,230,0.9257738288014162,-0.09060727382819879,48.06,-0.08388184280918995
Refrigerator,230,-0.5983190882665078,2.6051673457182374,9.74,-1.5587213510718139
LED Bulb,230,-0.989508225821784,-0.1782058201656616,9.89,0.17633612494323972
Television,230,-0.866123338938095,-0.10756183118383676,4.95,0.0931618123672404
Washing Machine,230,-0.3680391657359966,-0.5370772841933319,4.46,0.19766547561026862
Microwave Oven,230,0.03500453154007853,-0.7518350106980793,2.69,-0.026317632344916197
Geyser,230,2.123934352933912,-0.6826039014958911,9.84,-1.4498058758338395
Laptop/Computer,230,-0.901596352251767,0.054919343474360435,2.42,-0.049515079744545255
Iron,230,0.3360378157693928,-0.7560736500369889,2.39,-0.25406933791922204
Fan,230,-0.9181542028751773,0.10295725598200131,22.57,-0.09453063729637
Air Conditioner,230,0.728450942282457,-0.09908455250601772,40.48,-0.0721782356386442
Refrigerator,230,0.1683059956280686,3.965770573508184,9.78,0.6674629648067916
LED Bulb,230,-0.9905508830821219,-0.0538723995576499,7.2,0.053363352955583025
Television,230,-0.766662902886726,0.13262773135436776,4.0,-0.10168076152342043
Washing Machine,230,0.6131806488596594,-0.41556962314459306,4.48,-0.2548192511661657
Microwave Oven,230,0.25979917022272475,-0.7504221309184429,2.99,-0.19495904692938038
Geyser,230,1.531569030288862,-0.66282358458098,8.01,-1.015160074689279
Laptop/Computer,230,-0.7072994384340061,0.011120070305628959,2.22,-0.007865219482518029
Iron,230,0.25398522267323165,-0.7631380489351713,2.5,-0.19382578728921504
Fan,230,-0.9063789757720129,0.07611254016890781,18.39,-0.06898680620170085
Air Conditioner,230,0.9189625569159476,0.013945829864902018,45.16,0.012815695470965144
Refrigerator,230,-0.6573312225554184,2.6051673457182374,9.77,-1.7124578363224234
LED Bulb,230,-0.9893268941243339,-0.11180047052274629,5.56,0.11060721226390774
Television,230,-0.8359656110059286,-0.15983838303038717,3.57,0.13361939153219726
Washing Machine,230,-0.18847545233605476,-0.5045810492616923,4.84,0.09510114149979859
Microwave Oven,230,-0.0860457097389407,-0.7617251691555349,2.48,0.06554318280600266
Geyser,230,2.3632355274125647,-0.6698879834791625,8.09,-1.5831030819447178
Laptop/Computer,230,-0.9149468984765292,-0.11321335030238276,2.48,0.10358420372530194
Iron,230,0.5208488151642966,-0.7574865298166253,2.65,-0.39453596155790394
Fan,230,-0.9119435922375121,0.06339662215217937,15.02,-0.057814143341182685
Air Conditioner,230,1.086286380738009,-0.10897471096347323,49.88,-0.11837774436448197
Refrigerator,230,-0.5385476274945252,2.6051673457182374,9.8,-1.4030066932627663
LED Bulb,230,-0.9855755946333353,-0.11180047052274629,5.91,0.11018781521574235
Television,230,-0.8521721314655295,-0.3336225959256762,3.31,0.2843038786750466
Washing Machine,230,-0.3871809930480707,-0.5610962404471523,3.72,0.2172457995718675
Microwave Oven,230,0.04911440424791282,-0.7603122893758983,2.2,-0.03734228513506394
Geyser,230,2.168439951426816,-0.7108614970886209,9.52,-1.5414604702180426
Laptop/Computer,230,-0.6398667134447574,-0.15277398413220458,2.23,0.09775498712653527
Iron,230,0.41033847879956337,-0.7504221309184429,2.39,-0.30792707565860067
Fan,230,-0.9136209104389253,0.33184378028311384,24.11,-0.30317941666575315
Air Conditioner,230,1.1908694372423427,-0.19092173818239006,47.52,-0.22736286290659274
Refrigerator,230,-0.12513402377052363,2.6051673457182374,9.49,-0.32599507256529786
LED Bulb,230,-0.9856095943266073,-0.17538006060638855,8.97,0.17285627038723844
Television,230,-0.9211915088074663,-0.2205922135547565,3.4,0.20320767403568496
Washing Machine,230,0.08413408831795965,-0.5399030437526048,4.4,-0.04542425036621689
Microwave Oven,230,0.0700922149966691,-0.7546607702573523,2.3,-0.05289584495843024
Geyser,230,2.295553471339322,-0.6755395025977085,9.72,-1.5507370502150086
Laptop/Computer,230,-0.7989172785706591,0.03655190633908599,2.48,-0.029201949538992203
Iron,230,0.5170861824422073,-0.7603122893758983,2.29,-0.3931469791772781
Fan,230,-0.9016530184072201,0.30076042513111095,16.97,-0.27118154513690496
Air Conditioner,230,0.7868624153235643,-0.07506559625219728,49.09,-0.05906629637470744
Refrigerator,230,-0.5584827809829433,2.6051673457182374,8.49,-1.4549411041626743
LED Bulb,230,-0.9860629235702325,0.01253295008526555,7.62,-0.012358277402036743
Television,230,-0.832950971535821,-0.1570126234711141,3.3,0.13078381726365254
Washing Machine,230,-0.18303550141255226,-0.5822894371416997,4.22,0.10657963909446383
Microwave Oven,230,-0.08204507916394821,-0.7588994095962618,2.63,0.062263962137798855
Geyser,230,2.023578591626383,-0.6981455790718925,9.93,-1.4127524476484858
Laptop/Computer,230,-0.6443660061877376,-0.1061489514042003,2.51,0.06839877587734079
Iron,230,0.1960497453379309,-0.7518350106980793,2.58,-0.147397062383499
Fan,230,-0.8996130368109068,0.19196868209910062,16.98,-0.17269752907575947
Air Conditioner,230,1.188228794398226,0.04785494457617798,46.64,0.05686262309974588
Refrigerator,230,-0.541369602036092,2.6051673457182374,8.58,-1.410358409188904
LED Bulb,230,-0.9885449011790804,0.02807462766126694,9.11,-0.027753030027046603
Television,230,-0.902117680881936,-0.3067778801125828,3.19,0.2767497497530398
Washing Machine,230,0.11584446890954232,-0.5257742459562399,4.14,-0.06090803828911569
Microwave Oven,230,0.7843464380214444,-0.7419448522406239,2.82,-0.5819418020632803
Geyser,230,2.023193261769302,-0.6840167812755276,8.18,-1.3838981428137738
Laptop/Computer,230,-0.39250761166066683,0.3078248240292934,2.92,-0.120823586489603
Iron,230,1.2200978402250777,-0.7334675735628049,2.84,-0.8949022023791066
Fan,230,-0.9060276456082034,0.19338156187873706,24.83,-0.17520904121302924
Air Conditioner,230,1.0436960982994214,-0.0538723995576499,46.47,-0.056226413224346676
Refrigerator,230,-0.12239138184659108,2.6051673457182374,9.74,-0.318850031384071
LED Bulb,230,-0.9891568956579745,-0.1047360716245637,5.46,0.10360040747156471
Television,230,-0.8560367632674344,-0.17396718082675208,3.45,0.1489223023896933
Washing Machine,230,-0.0023611313657286516,-0.5568576011082428,4.91,0.001314813948221086
Microwave Oven,230,0.2517752426105588,-0.7560736500369889,2.43,-0.1903606266695136
Geyser,230,1.57236866221513,-0.69108118017371,8.92,-1.0866343907517897
Laptop/Computer,230,-0.9271981212855002,-0.0524595197780133,2.52,0.048640368181713474
Iron,230,0.4390568863832197,-0.7574865298166253,2.62,-0.33257967725851745
Fan,230,-0.8970857262776963,0.26685131041983495,19.79,-0.23938850161613265
Air Conditioner,230,1.0003011564533992,0.057745103033633366,49.62,0.05776249334406415
Refrigerator,230,-0.5726719863084121,2.6051673457182374,8.28,-1.4919063585382768
LED Bulb,230,-0.9885335679479897,0.02807462766126694,6.46,-0.027752711850803535
Television,230,-0.9315727484864834,-0.08071711537074328,3.14,0.0751938650158239
Washing Machine,230,0.02514462049123037,-0.5978311147177012,3.87,-0.015032236497425803
Microwave Oven,230,0.031105900044901744,-0.7574865298166253,2.91,-0.02356230028183543
Geyser,230,1.7188166743682514,-0.6727137430384356,8.88,-1.1562715986111423
Laptop/Computer,230,-0.723596624742332,0.025248868101994004,2.32,-0.018269995737167193
Iron,230,0.41183446530352646,-0.7617251691555349,2.33,-0.31370467774740796
Fan,230,-0.9035343347682647,0.12697621223582176,20.57,-0.1147273674538872
Air Conditioner,230,0.9940565461224621,-0.1725543010471156,46.6,-0.17152873251747128
Refrigerator,230,-0.7279599187122245,2.6051673457182374,9.13,-1.8964574092207898
LED Bulb,230,-0.9901542199939499,-0.10191031206529078,7.37,0.10090692555234801
Television,230,-0.8542574459862053,-0.12310350875983815,4.51,0.10516208898511979
Washing Machine,230,-0.3832483618596222,-0.5497932022100603,4.5,0.21070734410856165
Microwave Oven,230,0.36029093030334114,-0.7504221309184429,2.99,-0.27037028766882143
Geyser,230,2.1518594343412243,-0.702384218410802,8.93,-1.5114321069196714
Laptop/Computer,230,-0.9187775305851621,-0.06800119735401482,2.06,0.06247797218175599
Iron,230,0.13644828303230777,-0.7617251691555349,2.9,-0.10393609147376694
Fan,230,-0.8989217097143783,0.08600269862636334,22.48,-0.07730969288926096
Air Conditioner,230,1.0590072935028627,0.021010228763084476,46.87,0.022249985498270092
Refrigerator,230,0.18493184563802292,4.2511722889947565,9.59,0.7861771375290189
LED Bulb,230,-0.9898935556788655,0.009707190525992492,7.13,-0.009609085345426904
Television,230,-0.8763685798440246,-0.20081189663984558,3.6,0.17598523667404653
Washing Machine,230,-0.08622704143639075,-0.5187098470580574,3.69,0.04472681547573903
Microwave Oven,230,0.05440702316723712,-0.7546607702573523,2.25,-0.041058846010796776
Geyser,230,2.0372238018595015,-0.674126622818072,9.11,-1.3733468014721388
